hour,ust_inflow,ust_outflow,net_outflow,whale_outflow,small_outflow,hhi,top_share
2022-04-27 15:00:00+00:00,164432657.176055,17045976.022251,-147386681.153804,1225815.179418,15820160.842833,0.09452159165106164,0.07191229049119156
2022-04-27 16:00:00+00:00,15914179.216811,9005797.894596,-6908381.322215,339928.354955,8665869.539641,0.06009056005856257,0.037745501168639006
2022-04-27 17:00:00+00:00,15863078.794421,38029331.755369,22166252.960947998,10583.200086,38018748.555283,0.7091837500309213,0.00027829045627408004
2022-04-27 18:00:00+00:00,10561374.226405,17193262.063827,6631887.837422,515802.823843,16677459.239984,0.19174126522470225,0.030000288597252317
2022-04-27 19:00:00+00:00,6367066.991679,3506933.2959849997,-2860133.695694,108276.441052,3398656.854933,0.2132100800229001,0.030874964509864784
2022-04-27 20:00:00+00:00,5507743.442466,6790500.327312,1282756.884846,3073429.5857639997,3717070.741548,0.2198977887361407,0.45260723623005966
2022-04-27 21:00:00+00:00,33392803.762878,11547072.551391,-21845731.211487003,419304.824728,11127767.726662999,0.16684640146904242,0.0363126517878758
2022-04-27 22:00:00+00:00,25290633.302197002,5784147.477435,-19506485.824762,31769.645817999997,5752377.8316170005,0.1522546964775685,0.005492537308555686
2022-04-27 23:00:00+00:00,6589005.557286,5573170.853687,-1015834.7035989994,1423882.1173440001,4149288.736343,0.19679074693913687,0.25548868942390546
2022-04-28 00:00:00+00:00,10105302.647629,2942099.891161,-7163202.756468,376242.587403,2565857.303758,0.07435828535252315,0.12788232939790792
2022-04-28 01:00:00+00:00,13750764.618989,13058268.460283,-692496.1587060001,112985.65830499998,12945282.801978,0.16892978502811157,0.008652422689014876
2022-04-28 02:00:00+00:00,7199643.80756,5567464.095949,-1632179.711611,1278594.989035,4288869.106914,0.06170896282140648,0.2296548243508803
2022-04-28 03:00:00+00:00,31880418.516151,13344608.598079,-18535809.918072,10748580.939622002,2596027.6584570003,0.5213871615755924,0.8054624353065923
2022-04-28 04:00:00+00:00,18969352.842083,14088587.595594,-4880765.246489,1003920.284354,13084667.31124,0.13458031667491527,0.07125769546039955
2022-04-28 05:00:00+00:00,39027336.994539,6148831.620828,-32878505.373711,10203.760663000001,6138627.860165,0.22243461926404046,0.001659463340716096
2022-04-28 06:00:00+00:00,9462864.2173,4304880.028896,-5157984.188403999,1043726.7342559999,3261153.29464,0.06513894706705524,0.24245199105436321
2022-04-28 07:00:00+00:00,13302464.491577,15993761.857548,2691297.365971001,1002359.368743,14991402.488805,0.18060912536665302,0.06267189530960487
2022-04-28 08:00:00+00:00,6165938.695416,16803866.582307998,10637927.886891998,86303.600968,16717562.981339999,0.3675913375495489,0.005135937050277762
2022-04-28 09:00:00+00:00,10680917.219789,9085401.791228,-1595515.4285610002,1081340.803665,8004060.987563,0.107362457318245,0.11901959082415484
2022-04-28 10:00:00+00:00,19282937.668263,13663834.436722,-5619103.231541,63523.959059,13600310.477663,0.13712908674176483,0.004649058019048979
2022-04-28 11:00:00+00:00,7833090.711073,9954122.079962,2121031.3688890003,3364222.7521200003,6589899.327842,0.16908490502420784,0.3379728242325157
2022-04-28 12:00:00+00:00,9029424.839723,8153744.2931780005,-875680.5465449998,1128037.650925,7025706.642253,0.046907237593722576,0.13834596847350195
2022-04-28 13:00:00+00:00,23911055.988151,65160582.019544,41249526.031393,3651945.4632039997,61508636.556339994,0.3999263054399384,0.05604531681605683
2022-04-28 14:00:00+00:00,13031045.84456,18588610.641028002,5557564.796468003,1482505.530539,17106105.110489,0.0965084261774528,0.07975343392619542
2022-04-28 15:00:00+00:00,51465207.137434006,7841632.645168,-43623574.49226601,24109.833316,7817522.811852,0.02996495784600285,0.003074593570875376
2022-04-28 16:00:00+00:00,21478529.36042,30224633.245127,8746103.884707,85729.439106,30138903.806021,0.32177445576972147,0.0028364095739630466
2022-04-28 17:00:00+00:00,21999986.499472,40208552.706426,18208566.206954002,229198.322396,39979354.38403,0.633268036005892,0.005700238058043066
2022-04-28 18:00:00+00:00,6530615.198799,2510158.217489,-4020456.98131,50701.151193000005,2459457.066296,0.06631160672789349,0.02019838862735838
2022-04-28 19:00:00+00:00,14032508.862479,12024858.796503,-2007650.0659759995,206650.67406599998,11818208.122437,0.15461184076438927,0.017185289038578726
2022-04-28 20:00:00+00:00,44363623.794239,11822036.540287,-32541587.253952,733012.423709,11089024.116578,0.1282141990069591,0.06200390442129398
2022-04-28 21:00:00+00:00,151356243.961811,4042890.067009,-147313353.894802,241568.510266,3801321.556743,0.09522930091601975,0.05975144173156223
2022-04-28 22:00:00+00:00,5532014.614272,9525001.287871,3992986.673598999,3623956.2633809997,5901045.02449,0.17718563635440882,0.3804677977309771
2022-04-28 23:00:00+00:00,10038683.901126,13783814.578335,3745130.677209001,12934.216863,13770880.361472,0.12128548941310982,0.0009383626563962655
2022-04-29 00:00:00+00:00,5746949.818994,1853054.498953,-3893895.320041,61770.869387,1791283.629566,0.0636823673653879,0.033334620984920495
2022-04-29 01:00:00+00:00,5786879.053137,6210738.581214,423859.5280769998,1658707.574363,4552031.006851,0.09352582954276215,0.2670709051223302
2022-04-29 02:00:00+00:00,44512519.231332,20347281.591218,-24165237.640114,10014811.368889,10332470.222329,0.2835401885079723,0.4921940714287578
2022-04-29 03:00:00+00:00,17816235.502471,53335047.04688,35518811.544409,4417728.981338999,48917318.065541,0.4710031608394345,0.08282975690367236
2022-04-29 04:00:00+00:00,47928125.965362996,18386149.300939,-29541976.664423995,1329161.04129,17056988.259649,0.1529617015070302,0.0722914308773789
2022-04-29 05:00:00+00:00,79750446.446365,74440663.82252601,-5309782.623838991,13780045.179916,60660618.64261,0.4022787084790645,0.1851144854480208
2022-04-29 06:00:00+00:00,54406324.015192,24338395.842081,-30067928.173111003,238440.05675600003,24099955.785325002,0.45136082437014,0.00979686822020283
2022-04-29 07:00:00+00:00,9311281.953463001,20490640.716996,11179358.763532998,2121213.868942,18369426.848054,0.4394365288998102,0.1035211098685926
2022-04-29 08:00:00+00:00,34089232.8512,29515643.659014,-4573589.192185998,856513.765811,28659129.893203,0.35384486064086246,0.029018976367449906
2022-04-29 09:00:00+00:00,41119131.110154,44032612.588098004,2913481.4779440016,101157.646771,43931454.941327006,0.6123389125930178,0.0022973346532325196
2022-04-29 10:00:00+00:00,7714064.71595,42676044.101514,34961979.385564,458324.75509,42217719.346424006,0.6362641215167866,0.010739626053431232
2022-04-29 11:00:00+00:00,9145713.910306001,8136786.492244,-1008927.4180620015,634627.9945789999,7502158.497665,0.05279777605607295,0.07799491791801696
2022-04-29 12:00:00+00:00,58969784.075941004,16376104.3104,-42593679.765541,695319.5448070001,15680784.765593,0.08897208758479844,0.042459398867252106
2022-04-29 13:00:00+00:00,10201356.134528,7936901.332586,-2264454.801942,370506.047634,7566395.284952,0.06310705707570376,0.04668144810026028
2022-04-29 14:00:00+00:00,16201275.103089,8360104.320353,-7841170.782735999,654088.166478,7706016.153875,0.12565900784675632,0.07823923499203196
2022-04-29 15:00:00+00:00,25480570.482733,15556222.760211,-9924347.722522,60523.250836,15495699.509375,0.1070516505488443,0.0038906135357487694
2022-04-29 16:00:00+00:00,9926067.144414,8142452.304462,-1783614.8399520004,1294220.589156,6848231.715306,0.11252673292666472,0.15894727297902345
2022-04-29 17:00:00+00:00,15288924.61932,47715715.162721,32426790.543401003,568100.7838920001,47147614.378828995,0.5766601921712724,0.011905947169703996
2022-04-29 18:00:00+00:00,15414900.037964001,54207562.567493,38792662.529529,591107.041491,53616455.526002005,0.424558927440702,0.010904512460877055
2022-04-29 19:00:00+00:00,46669767.126801,43162419.855202004,-3507347.2715989947,210765.002888,42951654.852314,0.5989450195423303,0.004883067344116905
2022-04-29 20:00:00+00:00,53725563.828334,35542283.264969,-18183280.563365005,25355630.089176,10186653.175793,0.518582628923739,0.7133933940076068
2022-04-29 21:00:00+00:00,14056034.170832999,42898652.426424004,28842618.255591005,941912.041509,41956740.384915,0.5771959472012944,0.021956681346214424
2022-04-29 22:00:00+00:00,102992212.40102,74941856.473403,-28050355.927617,21680.040892,74920176.43251102,0.86386437914584,0.00028929148425478737
2022-04-29 23:00:00+00:00,55629712.791558996,81883828.66945301,26254115.877894014,157788.15068,81726040.518773,0.7131668320024911,0.0019269757318866466
2022-04-30 00:00:00+00:00,50231342.239502005,16774295.596915,-33457046.642587006,852703.3256069999,15921592.271308,0.11189850043690555,0.05083392746243381
2022-04-30 01:00:00+00:00,13496657.381098,6924024.6836790005,-6572632.697419,13304.870281,6910719.813398,0.14999927551221925,0.0019215515381338314
2022-04-30 02:00:00+00:00,6046882.567204,8085388.587199,2038506.0199949993,281582.437233,7803806.149966,0.1747231903275299,0.03482608587035739
2022-04-30 03:00:00+00:00,101815889.56460601,97432993.446101,-4382896.118505016,3694006.142347,93738987.303754,0.37396489501121005,0.037913298274988225
2022-04-30 04:00:00+00:00,71348019.011751,45099403.271460004,-26248615.740290992,16083.854947,45083319.416513,0.584995580472111,0.00035663121416904095
2022-04-30 05:00:00+00:00,5011419.299509,1946628.988256,-3064790.311253,20992.101609,1925636.886647,0.06506723610371241,0.01078382256487765
2022-04-30 06:00:00+00:00,6353086.660636,4460385.918406,-1892700.74223,175087.67072499997,4285298.247681,0.06010496562511064,0.03925392867968938
2022-04-30 07:00:00+00:00,15388669.47792,12645889.693434,-2742779.7844859995,67195.359566,12578694.333868,0.1530303505620979,0.005313612659525979
2022-04-30 08:00:00+00:00,7711794.716893,41503737.788440004,33791943.071547,459845.722557,41043892.065883,0.7864419739801066,0.011079621910224201
2022-04-30 09:00:00+00:00,8362351.911859999,8455386.936038,93035.0241780011,6736.167048,8448650.76899,0.10453617628428558,0.0007966716483771484
2022-04-30 10:00:00+00:00,20545977.561417,18687842.388015,-1858135.1734020002,2716653.948766,15971188.439249,0.09424476078764973,0.14537012311856082
2022-04-30 11:00:00+00:00,14616540.660487,8666532.672549,-5950007.987938,1269990.646815,7396542.025734,0.09147560880159857,0.1465396479537497
2022-04-30 12:00:00+00:00,13914383.482495999,27242193.726574,13327810.244078001,9209017.592953,18033176.133621,0.1619039551838997,0.3380424383360089
2022-04-30 13:00:00+00:00,17497069.105606,25497132.450205,8000063.344598997,1412743.606629,24084388.843576,0.0937757608779709,0.05540794084934996
2022-04-30 14:00:00+00:00,14412078.388591,26777125.2177,12365046.829109,3495477.502746,23281647.714954,0.09321828950773568,0.1305396854340229
2022-04-30 15:00:00+00:00,43463174.36625901,14955402.44462,-28507771.92163901,1848051.995072,13107350.449548,0.028950195231606538,0.12357086356688524
2022-04-30 16:00:00+00:00,17952706.275304,80417781.43893601,62465075.163632005,892707.7404370001,79525073.69849901,0.32370514717671783,0.011100875011266803
2022-04-30 17:00:00+00:00,17276443.196581,29685407.230931,12408964.03435,1110668.234252,28574738.996679,0.07722430566920888,0.03741462010649894
2022-04-30 18:00:00+00:00,53999275.685247004,7564055.492336,-46435220.19291101,372722.74746100005,7191332.744875,0.04634253038728031,0.04927551732515019
2022-04-30 19:00:00+00:00,16952751.040106,16464632.799615001,-488118.2404909972,111534.86344999999,16353097.936165001,0.11361744428904856,0.0067742089852503755
2022-04-30 20:00:00+00:00,8610216.856524,7337905.451046,-1272311.4054779997,80676.92539300001,7257228.525653,0.11212703422000367,0.01099454414222518
2022-04-30 21:00:00+00:00,4054163.205806,11145093.727062,7090930.521256,1158764.9000129998,9986328.827049,0.14013814350645826,0.10397085286051391
2022-04-30 22:00:00+00:00,12209060.567382,51277275.620419,39068215.053037,5490623.804635,45786651.815784,0.46017866027076526,0.10707713579167985
2022-04-30 23:00:00+00:00,78291930.49038,95508649.88982,17216719.39943999,11618825.053391999,83889824.836428,0.12036351901029071,0.12165207095687798
2022-05-01 00:00:00+00:00,29446983.229220998,56941548.235455,27494565.006234,1465597.359561,55475950.875894,0.48906784468930864,0.025738628558196402
2022-05-01 01:00:00+00:00,87736636.197186,72486416.124687,-15250220.072498992,1187998.977652,71298417.147035,0.2867496430708589,0.01638926354985563
2022-05-01 02:00:00+00:00,21899971.008674,15357065.976955,-6542905.031718999,3275045.001946,12082020.975009,0.0719482585317064,0.21325981192374716
2022-05-01 03:00:00+00:00,57405567.42372599,17748766.080472,-39656801.34325399,9278236.56095,8470529.519522,0.2501811000217601,0.5227538927992487
2022-05-01 04:00:00+00:00,47496689.811053,16274097.833383001,-31222591.97767,3891482.653267,12382615.180116,0.13478450843534948,0.2391212522567251
2022-05-01 05:00:00+00:00,12863122.570025,20303837.129749,7440714.559723999,10002993.300015,10300843.829734,0.271691070287914,0.4926651664949924
2022-05-01 06:00:00+00:00,16730605.936828,7607282.834324,-9123323.102504,440849.03429700003,7166433.800027,0.09824470750874406,0.05795091938844349
2022-05-01 07:00:00+00:00,8143837.804913,4257052.546066,-3886785.258847,958499.9684840001,3298552.577582,0.04541851253704728,0.22515577576550302
2022-05-01 08:00:00+00:00,16823331.29056,16893544.789163,70213.49860300124,2065633.126887,14827911.662276,0.11844911837959798,0.12227351646245836
2022-05-01 09:00:00+00:00,10440175.681129,4960140.253763,-5480035.427366,45764.694063999996,4914375.559699,0.11387567525889156,0.00922649193826338
2022-05-01 10:00:00+00:00,10505155.819836,2760008.094894,-7745147.724942001,81626.89141000001,2678381.203484,0.039676830103155696,0.029574873914685003
2022-05-01 11:00:00+00:00,15393086.450358,13491442.405049,-1901644.0453089997,63076.24004999999,13428366.164999,0.10239226060080807,0.00467527771725835
2022-05-01 12:00:00+00:00,11067581.585014,9507382.152141001,-1560199.4328729995,372800.676219,9134581.475922,0.05843316985813535,0.03921170625660059
2022-05-01 13:00:00+00:00,7531008.806426,4870797.692148,-2660211.114278,327331.581377,4543466.110771,0.02680107869497401,0.06720286944060044
2022-05-01 14:00:00+00:00,18849708.197306,13472376.018167,-5377332.179138999,1023706.657616,12448669.360551,0.09368510015230377,0.07598560611992788
2022-05-01 15:00:00+00:00,8660720.979823,10490951.945022,1830230.9651989993,1610558.207223,8880393.737799,0.08857947888458863,0.15351878606089855
2022-05-01 16:00:00+00:00,20793850.419456,25759707.697173,4965857.277716998,612191.568831,25147516.128342,0.19511310667239262,0.0237654703239581
2022-05-01 17:00:00+00:00,16811832.68045,5703971.688652,-11107860.991797999,688654.189671,5015317.498981,0.05601190039290853,0.12073239967881874
2022-05-01 18:00:00+00:00,8754090.064207999,16438283.069221,7684193.005013,216784.924337,16221498.144884,0.10158912530801786,0.013187808205037396
2022-05-01 19:00:00+00:00,31120991.514361,26495422.2925,-4625569.221861001,1154932.072152,25340490.220348,0.4192510631789533,0.04358987222026365
2022-05-01 20:00:00+00:00,7331622.356152,13102377.50596,5770755.149808001,4189629.442651,8912748.063309,0.1623418196552594,0.3197610083166375
2022-05-01 21:00:00+00:00,9784775.504785,9604111.748802999,-180663.75598200038,220610.155004,9383501.593799,0.14680936969015446,0.02297038609858903
2022-05-01 22:00:00+00:00,4768072.826844,30512748.036056,25744675.209212,58368.006412,30454380.029644,0.7778299324826711,0.0019129055941807757
2022-05-01 23:00:00+00:00,9853388.808861,14632763.26878,4779374.459919,3887051.2083509997,10745712.060429,0.1920772060849582,0.26564027155720404
2022-05-02 00:00:00+00:00,15125264.08725,15062709.127601,-62554.95964900032,623639.622086,14439069.505515,0.11032285808452721,0.04140288555019887
2022-05-02 01:00:00+00:00,12532007.471713,10976639.139778,-1555368.3319350015,1274215.857658,9702423.28212,0.11978700556469855,0.11608433523521762
2022-05-02 02:00:00+00:00,9894289.985873,6511477.029399,-3382812.9564740006,1351949.890683,5159527.138716,0.15510632129079727,0.2076256868570698
2022-05-02 03:00:00+00:00,29568961.76665,31731514.916836,2162553.1501860023,14738980.2105,16992534.706336,0.10870633863977709,0.46449027880102384
2022-05-02 04:00:00+00:00,46505848.440672,5849944.615658999,-40655903.825013004,1388938.04781,4461006.567849,0.06552795557260085,0.23742755514165415
2022-05-02 05:00:00+00:00,4261795.269723,5563555.814345,1301760.5446220003,33064.117607,5530491.696738,0.14627185102952947,0.005942982996907824
2022-05-02 06:00:00+00:00,21745243.441511,14960402.045496,-6784841.396015001,969414.885887,13990987.159609,0.11566366718094408,0.06479871884050425
2022-05-02 07:00:00+00:00,18822558.026126,3794536.219129,-15028021.806997001,10918.253311999999,3783617.9658170003,0.10187826761469297,0.002877361733156992
2022-05-02 08:00:00+00:00,35202096.135741,5725248.469878,-29476847.665863004,376073.79338100005,5349174.676497,0.04808840966238626,0.06568689470153491
2022-05-02 09:00:00+00:00,21701857.725576,13747185.877140999,-7954671.848435,4055.5607820000005,13743130.316359,0.12608923670610622,0.00029501025287972867
2022-05-02 10:00:00+00:00,7547452.44239,5643902.888891,-1903549.5534990001,385040.42846,5258862.460431,0.16144897413870601,0.06822236952692476
2022-05-02 11:00:00+00:00,15344015.198675001,10872760.201043,-4471254.997632001,359976.388517,10512783.812526,0.12847951967079468,0.0331080959996219
2022-05-02 12:00:00+00:00,14803243.508972,12281638.95243,-2521604.556542,311483.360774,11970155.591656,0.13901772141896832,0.025361709620389958
2022-05-02 13:00:00+00:00,24053681.741493,15199446.628005,-8854235.113488002,2002384.248774,13197062.379231,0.10737892718059222,0.13174060199564136
2022-05-02 14:00:00+00:00,10916667.243428,9528154.918563,-1388512.3248649985,584079.065859,8944075.852704,0.054307631604673674,0.06130033263009629
2022-05-02 15:00:00+00:00,8883110.263278,7700508.975927,-1182601.2873510001,24314.472880999998,7676194.503046,0.08660097190590818,0.0031575150366048347
2022-05-02 16:00:00+00:00,22130537.259272,17796148.359888,-4334388.899384003,47603.21832300001,17748545.141565,0.1004963341964715,0.0026749169179942486
2022-05-02 17:00:00+00:00,24548081.924889002,56569216.017097004,32021134.092208,1574704.959343,54994511.057754,0.3623758593027549,0.02783678244483845
2022-05-02 18:00:00+00:00,30568886.799857,18338521.515418,-12230365.284439001,621741.29565,17716780.219768,0.18761943956982316,0.03390356715110729
2022-05-02 19:00:00+00:00,27139059.621985998,13211522.925384,-13927536.696601998,1155817.153031,12055705.772353001,0.10222711077922068,0.0874855351316287
2022-05-02 20:00:00+00:00,12557684.052561,6698796.660939,-5858887.391622,256241.39975500002,6442555.261184,0.10797006982203858,0.03825185518007372
2022-05-02 21:00:00+00:00,35710629.882342994,36934415.072302,1223785.1899590045,45755.293882,36888659.77842,0.6812268021708248,0.0012388254637965821
2022-05-02 22:00:00+00:00,14506482.787223,14766464.528443,259981.74121999927,201965.928603,14564498.59984,0.11354565255549137,0.013677338147799393
2022-05-02 23:00:00+00:00,6575066.295509,14781826.041872,8206759.746363,64414.424320000006,14717411.617552001,0.264032445346491,0.004357677064899516
2022-05-03 00:00:00+00:00,14187867.160009,7413871.926143,-6773995.233866001,2107560.971197,5306310.954946,0.13054670289805295,0.2842726435245341
2022-05-03 01:00:00+00:00,17312261.54175,16254907.222737,-1057354.3190129995,136298.188306,16118609.034431,0.10820447032273979,0.008385048677198794
2022-05-03 02:00:00+00:00,7620821.033269,3671478.997023,-3949342.0362460003,23137.926978,3648341.070045,0.18443709494561283,0.006302072542635072
2022-05-03 03:00:00+00:00,47356923.821136,9960923.527675,-37396000.293460995,3151126.928065,6809796.59961,0.1462250899323782,0.3163488726030318
2022-05-03 04:00:00+00:00,7220838.051945,5943782.274891,-1277055.7770539997,2069.98865,5941712.286241,0.1474167714379291,0.0003482611835807798
2022-05-03 05:00:00+00:00,13036630.319718,16254226.064983,3217595.7452649996,56227.847691999996,16197998.217291,0.12987207298703657,0.003459275604215537
2022-05-03 06:00:00+00:00,12338755.503766,6994396.529969,-5344358.973797,143055.27361099998,6851341.2563579995,0.16461144978795322,0.020452840069625566
2022-05-03 07:00:00+00:00,6897120.909558,5989929.747825,-907191.1617329996,16762.070218,5973167.677607,0.17483298326482763,0.0027983750934785947
2022-05-03 08:00:00+00:00,16435806.3594,11830126.709948,-4605679.649452001,157453.126662,11672673.583286,0.15940839453910244,0.013309504667401157
2022-05-03 09:00:00+00:00,8903538.785139,7007366.291566,-1896172.4935729997,2967.735541,7004398.556025,0.2035942418660902,0.00042351654209541443
2022-05-03 10:00:00+00:00,11362560.032024,10782570.359282,-579989.6727419998,5131021.477679,5651548.881603,0.21074621889305079,0.4758625547258353
2022-05-03 11:00:00+00:00,21701288.684317,16400312.411848001,-5300976.272468999,28897.072978,16371415.33887,0.09590597710792208,0.0017619830800981585
2022-05-03 12:00:00+00:00,14138844.306651,12948807.62731,-1190036.6793409996,999908.1594130001,11948899.467897,0.10678275289465605,0.07722009533172146
2022-05-03 13:00:00+00:00,13863106.701857,6255515.752924,-7607590.948933001,1361992.028432,4893523.7244919995,0.05500450361936337,0.21772657638906392
2022-05-03 14:00:00+00:00,21988089.006573,14684675.064637,-7303413.941935999,84739.2843,14599935.780337,0.1449330268209442,0.0057705930793161015
2022-05-03 15:00:00+00:00,66866358.935299,8246070.195014,-58620288.740285,1566976.518556,6679093.676458,0.09880330049930923,0.19002706519567042
2022-05-03 16:00:00+00:00,16794896.424938,13785982.858938001,-3008913.5659999996,9424399.396793,4361583.462145,0.41433322051806554,0.6836218710864556
2022-05-03 17:00:00+00:00,11879061.752608001,35977543.656787,24098481.904179,14894.742042999998,35962648.914744,0.6981885689360314,0.0004140010831503827
2022-05-03 18:00:00+00:00,20864491.830737002,294223802.5002931,273359310.6695561,277108700.62613004,17115101.874162998,0.8613387386756761,0.9418296489654471
2022-05-03 19:00:00+00:00,14191270.547331,13635011.581340998,-556258.9659900013,13590.642766,13621420.938575,0.14114938533146504,0.0009967459642350642
2022-05-03 20:00:00+00:00,320844117.46990097,52135265.096194,-268708852.37370694,43290423.784046,8844841.312148001,0.3956250319928863,0.830348204889176
2022-05-03 21:00:00+00:00,15021131.139691,13632441.725078,-1388689.414613001,201984.321661,13430457.403417,0.09006485345442092,0.014816444899187296
2022-05-03 22:00:00+00:00,7859809.364925,3249918.760777,-4609890.6041480005,518585.024812,2731333.735965,0.09703903151607496,0.15956861170524003
2022-05-03 23:00:00+00:00,10116846.818547,2735233.331645,-7381613.486901999,204000.921176,2531232.4104689998,0.06360439778203503,0.07458263937333331
2022-05-04 00:00:00+00:00,16325847.810163,16959854.805407003,634006.995244002,163666.652069,16796188.153338,0.11807732613227523,0.009650238987707675
2022-05-04 01:00:00+00:00,3072571.8719019997,5540162.9094549995,2467591.037553,372999.786311,5167163.123144,0.18804244307724752,0.06732650147785871
2022-05-04 02:00:00+00:00,5834924.971666,7463952.449235,1629027.4775689999,191084.982009,7272867.467226,0.21124647248477554,0.025601044930100646
2022-05-04 03:00:00+00:00,23608623.251747,19735378.874346,-3873244.3774010018,4306899.678704999,15428479.195641,0.13049955256108192,0.21823242949257662
2022-05-04 04:00:00+00:00,37315833.793972,7953528.218875,-29362305.575097002,6624321.083016,1329207.135859,0.695046261531428,0.8328783026500644
2022-05-04 05:00:00+00:00,5069531.928511,5402972.541894,333440.6133829998,43058.433923,5359914.107971,0.25238589086971847,0.007969397140024323
2022-05-04 06:00:00+00:00,25480192.361582,11186191.145852,-14294001.21573,10942.737223,11175248.408629,0.14916732148093786,0.0009782362092979008
2022-05-04 07:00:00+00:00,16707524.530243,5179389.535338,-11528134.994904999,259035.819731,4920353.715607,0.1119622041931794,0.050012809031575504
2022-05-04 08:00:00+00:00,15720503.473719,9889222.529077,-5831280.944642,305120.86225999997,9584101.666817,0.12157361562064353,0.030853877679753058
2022-05-04 09:00:00+00:00,17141434.061518,7753362.457884,-9388071.603634,3002530.10998,4750832.347904,0.16121879556823548,0.38725522330339146
2022-05-04 10:00:00+00:00,16950495.391234,21065377.913375,4114882.522141002,172861.492888,20892516.420487,0.08411768115646086,0.008205952610906894
2022-05-04 11:00:00+00:00,15357315.380341,6732552.912324,-8624762.468017,876754.753868,5855798.158456,0.0736962607000418,0.13022619581096678
2022-05-04 12:00:00+00:00,9702907.538303,5228712.168202,-4474195.370101001,2814.138103,5225898.030099,0.06697667421005588,0.0005382086472676691
2022-05-04 13:00:00+00:00,30268640.237046,43378913.156539,13110272.919493001,3597751.001658,39781162.154881,0.15103338910091932,0.0829377856627021
2022-05-04 14:00:00+00:00,7520618.238226,13540027.048252,6019408.810025999,702954.8565999999,12837072.191652,0.17420653211863213,0.051916798548105596
2022-05-04 15:00:00+00:00,44164006.827448,50932381.563672,6768374.736223996,106091.989805,50826289.573867,0.4640980473663474,0.002082996839100709
2022-05-04 16:00:00+00:00,19054630.077477,22746791.652347002,3692161.5748700015,6018418.819936,16728372.832411,0.1343056171442053,0.2645831953762597
2022-05-04 17:00:00+00:00,16858291.893036,48431088.01854,31572796.125504002,11773464.672973001,36657623.345567,0.4119556785207911,0.24309725745715186
2022-05-04 18:00:00+00:00,48854695.082969,53011601.096241,4156906.013271995,1079968.803178,51931632.293063,0.18509618541525408,0.02037231060456651
2022-05-04 19:00:00+00:00,80812318.40464,77777714.543149,-3034603.8614910096,679482.96973,77098231.573419,0.19496813667131768,0.008736216713503983
2022-05-04 20:00:00+00:00,28873499.65653,12207321.551142,-16666178.105388,518555.954403,11688765.596739,0.08597068737461717,0.042479093569423414
2022-05-04 21:00:00+00:00,25824906.686715998,11721140.698265001,-14103765.988450997,2081975.908199,9639164.790066,0.06815786379788119,0.17762570741149625
2022-05-04 22:00:00+00:00,12676464.60922,10792691.937512001,-1883772.671707999,5066954.060567001,5725737.876945,0.24792617241184128,0.46948009726432227
2022-05-04 23:00:00+00:00,11126234.065907,14027718.503826,2901484.437919,890420.8018429999,13137297.701983001,0.1388642506910728,0.06347581052472229
2022-05-05 00:00:00+00:00,10167172.334363,4292860.804061,-5874311.530302,528881.97559,3763978.828471,0.04893942708529669,0.12320035513140407
2022-05-05 01:00:00+00:00,77265251.861755,21541348.419239998,-55723903.442515,81490.725494,21459857.693746,0.43241527918284167,0.00378299092090332
2022-05-05 02:00:00+00:00,19034424.337992,16042481.199788,-2991943.138204001,807425.9051379999,15235055.29465,0.10571630544928387,0.050330487851758865
2022-05-05 03:00:00+00:00,9646301.41646,12893858.43273,3247557.0162700005,4613429.637041,8280428.795689,0.20815022939540445,0.35780054985947324
2022-05-05 04:00:00+00:00,5290567.936815,9513315.326542001,4222747.389727001,954309.7508910001,8559005.575651001,0.1448543704962347,0.10031305787042408
2022-05-05 05:00:00+00:00,15783819.411862,13679340.264256,-2104479.1476060003,138744.889676,13540595.37458,0.13609610705192587,0.010142659440860551
2022-05-05 06:00:00+00:00,4313471.015516,6887088.318882,2573617.303366,1055250.030581,5831838.288300999,0.1961864520812204,0.153221504026291
